id,ran_at,keyword,job_count,skill_counts,role_counts
1fac44c4133a491f9bde3ce3efc12833,2026-04-30 00:00:00+00,Project Manager,331,"{""git"":14,""sql"":21,""okrs"":20,""linux"":16,""risk management"":9,""roadmap planning"":31,""product management"":11,""software estimation"":26,""technical leadership"":7,""stakeholder management"":15}","{""scrum master"":3,""project manager"":5,""business analyst"":4}"
35fb6a6e9ba04f339b6da77baa5e7d95,2026-04-30 00:00:00+00,AI/ML Engineer,336,"{""git"":16,""rag"":22,""sql"":21,""linux"":13,""python"":22,""pytorch"":24,""langchain"":15,""tensorflow"":26,""machine learning"":8,""model fine-tuning"":18,""vector embeddings"":6,""speech recognition"":21,""large language models (llms)"":24}","{""ai engineer"":7,""ml engineer"":5,""data scientist"":3,""prompt engineer"":2}"
3a330997c9754c80b2c4bd703d454fb0,2026-04-30 00:00:00+00,Backend Engineer,356,"{""git"":14,""sql"":17,""linux"":13,""node.js"":21,""rabbitmq"":31,""webhooks"":25,""oauth 2.0"":34,""postgresql"":21,""backend caching"":20,""openapi / swagger"":10,""graphql subscriptions"":18}","{""api developer"":4,""backend engineer"":9,""database engineer"":3}"
6c97139b7a014e44a93786a333c05a7a,2026-04-30 00:00:00+00,DevOps Engineer,334,"{""aws"":20,""git"":19,""slo"":18,""sql"":17,""azure"":27,""linux"":13,""argocd"":20,""docker"":12,""gitops"":11,""grafana"":24,""terraform"":11,""kubernetes"":16,""prometheus"":25,""cloud observability"":13,""incident management"":12}","{""cloud engineer"":6,""devops engineer"":6,""platform engineer"":3,""site reliability engineer"":3}"
855e2f48f4da4c898c5c3fb755ee8ee1,2026-04-30 00:00:00+00,UI/UX Intern,323,"{""git"":18,""sql"":21,""figma"":13,""linux"":15,""ux writing"":13,""motion design"":9,""design systems"":20,""usability testing"":30,""micro-interactions"":15,""responsive design principles"":14}","{""ui/ux intern"":9,""graphic designer"":5,""product designer"":2}"
b2d5c24d99144eef96e04e237d213a08,2026-04-30 00:00:00+00,Frontend Developer,337,"{""git"":16,""sql"":17,""vite"":18,""linux"":11,""react"":25,""next.js"":12,""zustand"":27,""tailwind"":13,""storybook"":16,""typescript"":14,""framer motion"":14,""redux toolkit"":21,""web performance optimization"":16}","{""ui engineer"":4,""react developer"":5,""frontend developer"":6}"
b4a0f592dfc04cbb8313905ea5946145,2026-04-30 00:00:00+00,Software Engineer,302,"{""ddd"":8,""git"":17,""sql"":16,""java"":22,""ci/cd"":14,""linux"":11,""react"":17,""docker"":14,""python"":7,""graphql"":10,""rest api"":15,""javascript"":17,""typescript"":25,""microservices"":6,""clean architecture"":18}","{""qa engineer"":2,""backend developer"":4,""software engineer"":9,""frontend developer"":5,""full stack developer"":5}"
bbd404159f7740a1a5ae5eedc3769fb4,2026-04-30 00:00:00+00,Cybersecurity Analyst,336,"{""git"":17,""sql"":24,""dast"":25,""sast"":18,""linux"":15,""devsecops"":20,""cloud security"":20,""threat modeling"":21,""zero trust architecture"":14,""compliance (iso 27001, soc 2, gdpr)"":16}","{""soc analyst"":5,""security analyst"":6,""security engineer"":3}"
05b037a56fa9472ab606a49e29cff21e,2026-04-29 00:00:00+00,DevOps Engineer,289,"{""aws"":16,""git"":16,""slo"":23,""sql"":22,""azure"":11,""linux"":9,""argocd"":11,""docker"":24,""gitops"":13,""grafana"":5,""terraform"":17,""kubernetes"":17,""prometheus"":16,""cloud observability"":13,""incident management"":11}","{""cloud engineer"":4,""devops engineer"":9,""platform engineer"":1,""site reliability engineer"":3}"
0f7744b5be8e4a63a3308df36ecbaf4e,2026-04-29 00:00:00+00,Backend Engineer,316,"{""git"":15,""sql"":16,""linux"":10,""node.js"":29,""rabbitmq"":17,""webhooks"":16,""oauth 2.0"":19,""postgresql"":8,""backend caching"":22,""openapi / swagger"":17,""graphql subscriptions"":11}","{""interns"":4,""api developer"":4,""backend engineer"":9,""database engineer"":3}"
542080bf12ac475e877a66369b1f44f1,2026-04-29 00:00:00+00,UI/UX Intern,320,"{""git"":18,""sql"":22,""figma"":16,""linux"":15,""ux writing"":10,""motion design"":12,""design systems"":20,""usability testing"":12,""micro-interactions"":9,""responsive design principles"":27}","{""interns"":2,""ui/ux intern"":8,""graphic designer"":4,""product designer"":2}"
649c15c7341843bd9376487cb243b106,2026-04-29 00:00:00+00,Cybersecurity Analyst,353,"{""git"":14,""sql"":22,""dast"":18,""sast"":13,""linux"":15,""devsecops"":12,""cloud security"":19,""threat modeling"":8,""zero trust architecture"":21,""compliance (iso 27001, soc 2, gdpr)"":24}","{""soc analyst"":3,""security analyst"":8,""security engineer"":2}"
70c6e1c2b7274bc79f568cb90cedf779,2026-04-29 00:00:00+00,Software Engineer,309,"{""ddd"":16,""git"":17,""sql"":19,""java"":25,""ci/cd"":9,""linux"":13,""react"":8,""docker"":15,""python"":28,""graphql"":23,""rest api"":11,""javascript"":29,""typescript"":11,""microservices"":14,""clean architecture"":9}","{""interns"":4,""qa engineer"":2,""backend developer"":5,""software engineer"":5,""frontend developer"":4,""full stack developer"":4}"
8069ef3d0c2f495c874a7ab25998d430,2026-04-29 00:00:00+00,Frontend Developer,319,"{""git"":17,""sql"":19,""vite"":13,""linux"":15,""react"":7,""next.js"":13,""zustand"":27,""tailwind"":6,""storybook"":14,""typescript"":11,""framer motion"":20,""redux toolkit"":19,""web performance optimization"":9}","{""ui engineer"":3,""react developer"":6,""frontend developer"":8}"
85cc6af298284f808ba4b0d482d25982,2026-04-29 00:00:00+00,Project Manager,318,"{""git"":13,""sql"":15,""okrs"":25,""linux"":12,""risk management"":19,""roadmap planning"":12,""product management"":14,""software estimation"":20,""technical leadership"":25,""stakeholder management"":11}","{""scrum master"":3,""project manager"":9,""business analyst"":4}"
c67373316add484ba2feb685eecbf002,2026-04-29 00:00:00+00,AI/ML Engineer,314,"{""git"":17,""rag"":17,""sql"":21,""linux"":14,""python"":31,""pytorch"":12,""langchain"":17,""tensorflow"":10,""machine learning"":24,""model fine-tuning"":13,""vector embeddings"":11,""speech recognition"":15,""large language models (llms)"":26}","{""interns"":2,""ai engineer"":5,""ml engineer"":5,""data scientist"":4,""prompt engineer"":1}"
1a455ce78bc24efda72dff8b03b59802,2026-04-28 00:00:00+00,UI/UX Intern,301,"{""git"":14,""sql"":19,""figma"":14,""linux"":13,""ux writing"":10,""motion design"":8,""design systems"":20,""usability testing"":21,""micro-interactions"":19,""responsive design principles"":9}","{""interns"":1,""ui/ux intern"":9,""graphic designer"":4,""product designer"":1}"
290189adb4d243b49cba5cb908a673eb,2026-04-28 00:00:00+00,AI/ML Engineer,333,"{""git"":15,""rag"":6,""sql"":19,""linux"":11,""python"":16,""pytorch"":6,""langchain"":10,""tensorflow"":8,""machine learning"":13,""model fine-tuning"":22,""vector embeddings"":15,""speech recognition"":13,""large language models (llms)"":8}","{""ai engineer"":6,""ml engineer"":5,""data scientist"":3,""prompt engineer"":2}"
3610890b776f475286f6213dcd576cb0,2026-04-28 00:00:00+00,Backend Engineer,340,"{""git"":13,""sql"":20,""linux"":12,""node.js"":24,""rabbitmq"":8,""webhooks"":20,""oauth 2.0"":21,""postgresql"":19,""backend caching"":6,""openapi / swagger"":23,""graphql subscriptions"":26}","{""api developer"":5,""backend engineer"":9,""database engineer"":3}"
799edb81b9514397b7a131df124906e1,2026-04-28 00:00:00+00,Software Engineer,302,"{""ddd"":16,""git"":15,""sql"":20,""java"":19,""ci/cd"":20,""linux"":10,""react"":22,""docker"":19,""python"":15,""graphql"":21,""rest api"":20,""javascript"":14,""typescript"":24,""microservices"":26,""clean architecture"":7}","{""interns"":4,""qa engineer"":2,""backend developer"":4,""software engineer"":6,""frontend developer"":4,""full stack developer"":4}"
97a0e16f6ec44df7b76b64025f0d7183,2026-04-28 00:00:00+00,Frontend Developer,324,"{""git"":13,""sql"":16,""vite"":24,""linux"":15,""react"":33,""next.js"":9,""zustand"":27,""tailwind"":24,""storybook"":31,""typescript"":22,""framer motion"":9,""redux toolkit"":14,""web performance optimization"":23}","{""interns"":2,""ui engineer"":4,""react developer"":5,""frontend developer"":8}"
e0f3ae504f284999b85c3d4ed4f69a26,2026-04-28 00:00:00+00,Project Manager,334,"{""git"":18,""sql"":16,""okrs"":28,""linux"":14,""risk management"":22,""roadmap planning"":25,""product management"":13,""software estimation"":12,""technical leadership"":8,""stakeholder management"":9}","{""scrum master"":4,""project manager"":8,""business analyst"":5}"
ee961fdc0dda4f7f86296fa3b8c89b71,2026-04-28 00:00:00+00,DevOps Engineer,303,"{""aws"":13,""git"":16,""slo"":25,""sql"":18,""azure"":30,""linux"":14,""argocd"":24,""docker"":17,""gitops"":18,""grafana"":18,""terraform"":18,""kubernetes"":18,""prometheus"":13,""cloud observability"":10,""incident management"":8}","{""interns"":2,""cloud engineer"":5,""devops engineer"":7,""platform engineer"":3,""site reliability engineer"":3}"
f76f57a819bc45198e3438d62121c284,2026-04-28 00:00:00+00,Cybersecurity Analyst,330,"{""git"":19,""sql"":18,""dast"":7,""sast"":15,""linux"":14,""devsecops"":8,""cloud security"":21,""threat modeling"":21,""zero trust architecture"":36,""compliance (iso 27001, soc 2, gdpr)"":13}","{""soc analyst"":4,""security analyst"":6,""security engineer"":4}"
16f74c4ce17048cbae2548afd1e623e8,2026-04-27 00:00:00+00,UI/UX Intern,354,"{""git"":14,""sql"":19,""figma"":21,""linux"":14,""ux writing"":17,""motion design"":32,""design systems"":16,""usability testing"":7,""micro-interactions"":8,""responsive design principles"":15}","{""ui/ux intern"":7,""graphic designer"":5,""product designer"":2}"
